"","sub_region_1","sub_region_2","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-06","2020-06-07","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-13","2020-06-14","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-20","2020-06-21","2020-06-22","2020-06-23"
"36","Alabama","Jackson County",-3,5,-7,-7,-1,-4,-10,-2,7,-11,-4,-1,10,-1,11,15,-3,7,3,6,-1,10,12,1,3,10,21,27,33,23,20,10,7,20,5,15,0,-7,-15,-9,1,1,9,-4,-10,-10,4,19,23,25,-10,-9,-6,-4,6,0,14,-26,-7,-6,1,8,-4,5,NA,0,3,12,1,14,5,NA,11,22,-2,NA,27,21,NA,9,18,17,27,-3,34,NA,22,14,7,14,3,16,NA,4,13,15,28,5,28,NA,6,10,-3,14,11,22,NA,7,6,32,25,11,21,NA,9,0,11,25,12,22,NA,5,0,0,11,6,22,NA,0,-1
"37","Alabama","Jefferson County",1,-3,1,-8,1,-5,-1,2,-2,-4,3,4,7,5,9,8,5,17,-2,7,5,8,5,11,9,4,26,36,28,14,29,20,11,17,10,2,-11,-10,-1,-7,-6,-7,-7,-16,-9,-10,5,2,11,14,-17,-9,-12,-9,-4,-3,3,-54,-13,-9,-5,-4,-9,-7,-32,-5,-4,-8,-11,-9,-8,-12,-9,-5,-10,-2,0,0,-4,2,4,1,3,-4,17,4,-5,-1,0,2,-4,1,-10,-2,1,3,5,-1,4,0,-9,-7,-6,4,-2,1,-4,-1,2,2,5,-3,3,-5,-7,-2,0,2,-3,0,-7,-2,1,1,3,0,8,-6,-8,-6
"38","Alabama","Lamar County",-14,-2,-8,-7,0,20,-3,-11,0,0,3,5,15,22,-3,12,3,51,14,8,18,3,5,10,14,14,23,30,14,15,19,53,25,18,3,12,2,-10,2,0,-2,-7,-5,2,-3,-3,18,7,16,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Alabama","Lauderdale County",4,-6,-2,-1,2,-8,-2,4,-1,-6,4,0,2,0,11,3,-2,17,7,9,1,6,7,5,7,4,23,29,31,9,18,14,15,18,5,8,-8,-11,-16,-2,-3,-7,-2,-14,-16,-12,7,-3,13,13,-16,-10,-12,-11,-5,-6,6,-55,-14,-9,1,0,-5,6,-16,-9,-6,-4,-6,-3,1,-4,-6,-1,4,7,10,24,7,6,12,12,10,-1,25,10,2,6,11,9,0,10,3,1,7,17,8,4,14,16,-2,3,5,7,1,13,6,7,12,15,15,8,15,7,-2,12,18,15,8,16,10,5,15,17,11,4,21,12,-1,10
"40","Alabama","Lawrence County",-6,-3,2,-7,4,-8,-5,-2,-3,-5,-3,6,6,4,11,12,7,12,13,4,-1,19,15,10,4,7,19,27,37,9,26,12,11,4,0,-4,-12,-10,-22,-10,4,-5,3,-6,-4,-15,8,4,18,17,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9,NA,NA,12,3,NA,15,2,NA,NA,NA,3,NA,8,5,NA,NA,10,7,NA,23,5,NA,NA,5,9,NA,18,12,NA,NA,13,8,NA,15,8,NA,NA,1,5
"41","Alabama","Lee County",0,-3,-5,-6,0,-8,-3,0,-2,-9,-3,5,8,5,12,11,1,4,-1,9,2,4,6,-2,1,6,25,28,17,12,15,5,11,10,4,-4,-17,-13,-12,-8,-5,-11,-10,-23,-18,-17,4,1,2,-9,-27,-20,-20,-18,-7,-10,-9,-49,-23,-18,-7,-8,-17,-16,-41,-15,-7,-2,-18,-9,-9,-13,-9,-7,-1,5,5,3,-1,4,8,10,6,-2,12,2,-6,3,10,9,1,5,-7,0,11,12,12,4,6,0,-3,1,6,10,4,6,-2,5,7,15,9,-2,3,-6,0,-1,3,8,-2,1,-6,-2,4,11,7,3,11,0,-3,5
"42","Alabama","Limestone County",2,-4,-7,-6,3,-7,-5,5,-2,-6,3,1,2,5,12,7,0,18,6,8,1,9,6,4,6,11,27,37,33,10,20,11,11,14,1,7,-5,-7,-16,-3,-5,4,5,-12,-12,-12,0,7,25,16,-18,-14,-11,-6,-2,-1,5,-53,-10,-7,5,4,-3,0,-17,-4,-1,-2,-5,-2,-1,-10,-3,1,-1,9,7,13,0,3,7,6,12,-3,25,18,-1,4,5,5,3,15,0,3,3,13,18,5,13,10,0,4,3,9,1,16,10,7,10,9,7,0,11,1,-2,4,8,10,1,10,3,0,7,9,8,4,18,8,-3,1
"43","Alabama","Lowndes County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Alabama","Macon County",8,-4,-3,16,17,-14,-17,-1,-8,-6,2,1,4,6,12,7,15,29,-8,-5,4,2,-1,12,0,10,5,25,27,24,51,30,33,31,14,19,-5,3,-9,22,20,9,20,-12,-3,13,34,18,28,30,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Alabama","Madison County",1,-3,1,-7,4,-9,1,2,0,-5,5,4,4,6,8,6,3,11,6,5,6,8,5,8,7,12,31,42,31,8,21,14,11,11,6,2,-11,-8,-15,-5,-6,-2,-5,-17,-15,-14,-1,-3,11,4,-28,-20,-16,-14,-10,-8,-5,-57,-17,-15,-7,-10,-12,-11,-25,-13,-9,-7,-12,-7,-10,-17,-9,-5,-8,-2,2,2,-7,-2,4,5,4,-3,16,3,-4,-2,1,0,-1,0,-10,-3,1,5,5,-1,-1,0,-5,-4,-5,2,0,1,-3,3,2,4,3,1,1,-2,-3,0,7,4,3,2,-3,0,6,6,5,3,10,-1,-3,3
"46","Alabama","Marengo County",-7,1,-1,0,-3,-4,-1,3,10,-11,-16,-1,13,11,7,22,8,27,2,13,2,6,11,10,4,13,25,24,43,24,29,29,28,23,23,18,4,14,4,-9,13,8,10,-4,-14,9,26,23,23,33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,NA,NA,-2,-1,NA,4,-4,NA,NA,NA,-6,NA,4,-10,NA,NA,3,5,NA,3,-2,NA,NA,-8,-2,NA,5,-3,NA,NA,5,-1,NA,-2,0,NA,NA,-8,4
"47","Alabama","Marion County",-3,-4,-26,-23,-13,-11,2,-9,-4,-13,-12,5,13,9,0,-1,-8,15,-3,27,-3,3,0,-3,5,-14,35,28,26,12,18,17,25,26,4,2,-14,-22,-25,-13,-5,-14,7,-4,-16,-26,-12,0,17,9,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"48","Alabama","Marshall County",0,3,-6,-4,-2,-8,-1,3,2,-12,5,0,3,6,6,14,1,14,3,4,3,4,10,2,8,7,19,35,37,12,20,18,11,19,13,16,3,-8,-3,1,2,6,4,-4,-10,-9,10,10,34,19,-12,-12,-6,-2,2,5,7,-44,-9,-4,4,-1,0,5,-14,-4,4,2,-3,-2,-1,-5,-1,4,3,8,14,18,16,8,14,18,14,4,29,29,5,11,10,10,4,19,10,5,10,8,12,8,19,28,4,5,3,6,6,12,15,9,12,15,11,4,16,14,4,7,11,9,6,14,18,6,11,12,12,9,24,16,0,12
"49","Alabama","Mobile County",3,-1,1,3,4,-4,5,11,15,6,4,7,6,7,8,13,7,16,1,8,4,5,10,7,9,10,21,26,27,29,26,24,20,20,15,11,4,2,-1,-3,-2,0,0,-11,-11,-9,8,1,5,-1,-10,-8,-9,-5,-4,-5,6,-39,-13,-11,-6,-6,-13,-11,-13,-12,-7,-6,-20,-7,-5,-5,-7,-5,-12,1,0,4,6,1,7,4,4,-1,12,16,-3,1,3,2,-4,4,1,-3,2,1,5,2,7,11,-5,-2,-4,6,0,2,8,4,3,4,5,2,5,-20,-8,1,4,7,0,3,6,1,3,5,5,3,10,11,-6,0
"50","Alabama","Monroe County",-5,-15,-19,0,-9,-12,-1,3,0,-12,-21,-17,-11,6,5,15,17,19,-2,11,1,0,7,9,-15,5,24,30,35,33,35,17,26,24,24,20,-2,9,-6,-12,2,5,17,-7,-1,-22,20,22,62,63,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
"51","Alabama","Montgomery County",1,-1,0,-3,0,-8,-2,0,3,-5,0,7,9,7,10,15,5,8,-5,9,4,7,12,11,8,9,22,36,23,17,22,14,13,14,10,3,-6,0,-3,-3,-2,1,-2,-14,-10,-9,11,6,8,2,-17,-13,-13,-13,-5,-5,-2,-47,-11,-10,-4,-3,-11,-8,-29,-6,-6,-3,-17,-8,-7,-9,-6,-7,-8,-1,3,1,4,6,8,6,7,1,18,11,-2,1,3,1,-4,0,-5,-3,1,4,6,1,9,7,-4,-5,-1,8,0,3,5,12,9,11,8,-2,3,-1,-2,-4,-1,5,-2,1,1,-1,2,3,3,-1,6,2,-9,-4
"52","Alabama","Morgan County",6,7,-3,-4,5,-6,-2,6,4,-4,7,5,4,2,10,13,6,21,13,11,6,15,14,12,14,14,29,38,39,24,25,19,19,16,12,15,4,-2,-7,0,-3,1,8,-4,-9,-7,8,4,20,19,-14,-10,-7,0,-1,-1,11,-42,-12,-9,2,-3,-8,2,-11,-7,-6,-3,-4,-5,0,-3,-6,0,0,4,5,14,9,6,9,12,8,0,25,21,-1,6,8,4,-1,10,6,0,5,11,9,1,6,9,-4,-2,6,7,-2,3,5,0,6,9,7,-3,8,6,-3,3,9,6,0,7,5,1,4,9,8,2,12,10,-3,1
"53","Alabama","Perry County",4,-11,NA,-14,NA,-11,-8,-6,-5,NA,-2,NA,NA,2,15,NA,NA,NA,NA,-5,-8,-6,-2,NA,-2,NA,NA,16,NA,NA,NA,-5,NA,NA,6,15,NA,NA,NA,NA,NA,2,4,NA,NA,-14,NA,NA,14,15,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Alabama","Pickens County",19,4,7,-9,-13,-27,-1,-2,-4,-18,16,10,-10,14,13,NA,18,43,-7,15,5,23,NA,25,27,-8,26,28,39,NA,38,46,31,32,13,36,7,24,30,-2,18,-8,21,-4,20,-2,39,26,30,38,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Alabama","Pike County",-2,-8,-4,-6,-3,-8,-11,-12,-13,-13,-15,-8,-4,1,5,2,4,6,-14,-1,-4,-3,1,-1,0,-8,0,12,14,4,5,0,-3,-5,-10,-12,-22,-18,-19,-19,-21,-22,-24,-36,-26,-31,-12,-22,-13,-18,-34,-25,-30,-23,-24,-25,-20,-54,-22,-20,-17,-15,-19,-11,-38,-15,-14,-7,-34,-14,-10,-20,-16,-15,-10,-6,3,1,3,-2,5,3,-1,-8,1,-6,-7,-7,-8,-12,-10,-8,-16,-17,-9,-1,0,-3,4,6,-6,-4,-4,-1,0,3,1,9,0,4,-3,-1,2,-2,-2,-3,3,3,3,8,8,5,3,2,-3,4,15,10,-2,-1
"56","Alabama","Randolph County",4,-13,-11,-11,-2,-5,-6,9,-1,-13,0,6,7,-3,11,4,-14,20,-8,2,-5,10,7,4,4,6,23,12,42,15,14,6,16,23,11,19,-4,-15,-8,-2,6,4,17,-14,-13,-7,9,14,20,25,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Alabama","Russell County",3,-8,2,0,1,-10,1,5,2,0,10,6,14,10,14,15,10,18,-5,0,7,8,8,8,13,8,21,28,30,26,19,17,10,13,14,16,-2,-6,4,3,5,5,5,-5,23,32,52,52,61,44,19,26,28,22,37,40,48,5,25,29,32,34,27,34,-6,28,33,32,6,30,36,32,31,39,31,60,55,67,73,53,70,52,35,24,53,41,23,34,24,30,22,28,12,14,38,33,38,24,40,32,36,26,23,35,30,33,21,36,37,33,33,16,22,15,22,20,19,31,16,22,16,18,28,25,20,17,29,16,14,25
"58","Alabama","Shelby County",3,0,-1,-5,1,-3,-2,2,-2,-6,1,2,0,2,8,6,0,8,-6,5,3,8,6,4,6,8,25,38,27,12,21,19,8,10,5,-3,-19,-16,-10,-11,-12,-11,-13,-20,-17,-13,-7,-6,2,2,-27,-20,-20,-18,-12,-10,-4,-59,-18,-17,-12,-13,-15,-12,-40,-13,-11,-10,-16,-11,-9,-15,-14,-8,-13,-5,-6,-4,-10,-7,1,-3,0,-5,17,4,-8,-1,-2,0,-5,1,-8,-6,0,1,1,-2,5,2,-8,-7,-8,4,-3,0,-2,-1,3,1,3,-3,4,-4,-6,-3,1,1,-1,2,-4,-4,1,1,1,2,10,-1,-8,-5
"59","Alabama","St. Clair County",-3,-9,-11,-13,-6,-6,-6,2,-5,-13,-1,-1,0,-4,4,-4,-12,9,-13,3,-6,2,-6,-5,-1,-1,26,29,31,12,15,18,5,14,4,2,-15,-21,-9,-10,-3,-9,-2,-15,-16,-15,0,7,14,22,-15,-13,-12,-9,3,-4,8,-60,-13,-4,-2,7,-7,3,-30,-9,-2,-2,-3,-3,5,-3,-9,-3,-6,6,3,10,3,-1,7,4,13,-2,24,17,-11,-2,-1,6,-1,11,-1,-2,4,7,13,-2,16,18,-5,-9,-5,10,-3,10,7,-2,4,6,12,4,14,8,-6,-2,1,14,1,11,10,-1,5,-3,10,5,20,4,-9,-1
"60","Alabama","Sumter County",-11,-2,-12,-2,2,-6,-4,-9,NA,-16,-11,0,2,9,11,NA,0,-2,-7,11,2,-9,NA,4,4,NA,NA,21,15,NA,20,NA,NA,NA,11,11,NA,0,NA,NA,-2,11,-6,NA,-4,2,NA,13,7,2,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Alabama","Talladega County",-3,-10,-9,-10,-5,-7,-13,-1,-5,-9,-8,3,-3,-2,5,5,-6,14,-4,0,-8,2,-3,3,1,4,12,23,25,16,22,15,15,20,8,10,-10,-10,-5,-2,2,-3,5,-10,-9,-10,16,8,21,27,-13,-4,-13,-4,-2,-2,11,-43,5,3,11,11,2,13,-21,9,6,8,1,6,13,4,7,7,9,12,19,24,20,19,14,20,23,8,38,34,12,12,17,13,4,29,10,13,13,16,16,2,24,20,3,5,4,16,5,18,17,15,13,23,15,2,22,12,5,1,12,11,3,15,17,11,11,15,10,6,28,16,6,5
"62","Alabama","Tallapoosa County",8,-1,0,-2,-5,-6,-1,9,8,0,4,6,9,4,14,12,4,17,-5,6,1,16,15,9,14,8,19,28,32,14,23,23,17,28,25,29,-3,2,10,2,17,6,20,-9,4,-4,16,17,34,27,-9,NA,NA,NA,NA,6,NA,-47,-6,4,7,10,1,16,-27,10,NA,26,9,24,NA,NA,23,NA,15,NA,42,NA,NA,NA,NA,NA,NA,23,NA,NA,23,NA,NA,40,29,46,NA,21,32,33,41,33,56,NA,20,28,21,43,25,44,NA,32,39,39,35,29,41,NA,19,26,24,35,32,40,NA,31,30,26,29,28,44,NA,7,23
"63","Alabama","Tuscaloosa County",3,1,0,-5,3,-3,-4,5,-1,-1,3,8,8,5,12,9,8,13,1,9,3,9,9,10,9,11,24,31,24,7,16,19,14,13,5,2,-14,-6,-2,1,-1,8,-1,-14,-15,-13,6,1,7,6,-18,-7,-12,-5,-4,-5,5,-51,-7,-7,4,-1,-9,-2,-36,1,-1,0,-7,-6,-4,-10,-2,-3,-1,3,4,9,2,10,11,11,10,-3,22,10,2,5,9,3,-2,7,-2,3,6,11,5,-1,8,4,-2,-6,0,5,-3,3,-1,7,5,7,5,-2,5,-1,-3,-1,6,4,-5,5,-2,2,3,6,3,3,12,0,-3,0
"64","Alabama","Walker County",-2,2,-8,-5,0,-5,-5,-2,0,-9,1,1,3,6,9,8,-2,20,2,3,3,-3,9,3,6,4,22,24,22,18,19,18,12,15,6,4,1,-11,-4,-4,-3,-7,-4,-10,-13,-10,7,8,16,14,-14,-7,-11,-6,1,-4,7,-49,-4,-2,6,4,-3,0,-18,-8,11,9,8,10,13,16,6,12,16,23,20,29,24,24,18,23,19,10,37,37,8,21,25,18,11,21,17,10,15,24,21,13,23,26,7,8,9,19,12,13,15,12,13,22,18,9,19,20,4,13,18,13,7,13,17,11,16,19,8,7,21,19,3,9
"65","Alabama","Washington County",6,-3,-7,-3,-1,1,1,7,0,-6,1,16,16,16,17,21,6,17,4,18,16,17,7,13,7,21,22,20,33,23,28,23,22,22,11,13,-5,4,-4,7,9,-1,9,-13,-11,-18,9,7,-1,9,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Alabama","Wilcox County",-17,NA,NA,NA,NA,NA,-12,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Alabama","Winston County",0,0,-11,-10,8,-8,1,6,2,-7,6,16,-3,-6,17,13,6,35,1,8,-3,10,4,-6,11,5,18,27,36,23,22,29,10,17,7,20,5,1,1,-2,3,3,14,1,2,-12,9,2,20,26,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Alaska","Anchorage",3,3,0,-1,-3,4,-2,3,5,3,2,6,8,6,10,15,7,11,9,8,3,12,6,5,8,10,24,20,20,16,27,10,6,6,8,5,-1,-10,-13,-14,-11,-15,-17,-25,-15,-14,-7,-13,-12,-11,-13,-12,-14,-13,-10,-9,-4,-31,-14,-12,-7,-7,-9,-7,-11,-10,-11,-10,-9,-9,-3,-4,-5,-2,0,-1,5,9,2,1,10,5,3,4,19,21,-4,3,6,5,6,9,12,2,7,10,9,12,7,6,-3,8,7,13,8,7,8,13,13,13,13,10,9,10,3,8,10,12,10,7,11,8,8,10,11,8,12,14,4,8
"69","Alaska","Bethel",NA,NA,NA,NA,NA,NA,-12,-9,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,-8,-9,NA,NA,NA,NA,NA,-10,-26,NA,-20,NA,NA,-20,-22,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Alaska","Fairbanks North Star",7,11,7,-4,3,4,-2,7,11,3,0,4,5,3,13,23,9,8,5,5,1,12,7,6,3,6,20,20,15,11,13,8,3,-2,-11,-12,-17,-24,-18,-26,-16,-18,-15,-34,-24,-24,-15,-24,-24,-25,-30,-26,-22,-20,-17,-18,-10,-35,-18,-20,-9,-12,-16,-12,-11,-13,-13,-12,-13,-9,-3,-7,-6,-9,-7,-4,-1,4,7,3,6,-2,-1,-1,15,27,2,-3,0,1,-2,10,12,3,4,7,10,6,13,9,-1,3,0,7,3,15,17,10,8,8,6,6,16,21,6,8,13,8,8,15,15,13,11,9,9,5,13,17,4,3
"71","Alaska","Juneau",-6,-4,-5,5,-7,-5,-4,-4,-7,2,-3,-1,4,-2,-2,2,9,8,0,6,-2,-1,-7,2,7,2,15,15,11,4,7,9,-1,4,-8,-14,-13,-12,-8,-27,-20,-26,-28,-34,-21,-12,-18,-16,-23,-22,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Alaska","Kenai Peninsula Borough",-3,2,-8,-8,-11,-2,-9,-5,5,-5,-6,1,0,9,0,2,1,3,5,2,0,4,-1,3,7,14,18,15,23,18,15,6,11,2,-4,-6,-2,-10,-11,-15,-20,-11,-11,-28,-24,-18,-10,-17,-15,-18,-15,-24,-15,-15,-17,-11,-8,-36,-15,-14,-11,-5,-13,-4,-18,-10,-11,-4,-2,-9,11,6,0,-3,6,5,14,27,16,5,8,9,9,11,40,NA,8,5,13,13,13,38,NA,7,11,18,17,29,NA,NA,19,19,23,33,25,NA,NA,31,26,27,30,33,NA,NA,20,22,30,40,40,NA,NA,32,32,35,33,32,NA,NA,27,24
