date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death
20200501,KY,4708,51904,330,178,,1675,240
20200501,LA,28711,139540,1607,,230,17303,1927
20200501,MA,64311,225325,3716,947,,,3716
20200501,MD,23472,97511,1668,568,,1517,1276
20200501,ME,1123,19546,37,17,9,657,55
20200501,MI,48240,178807,2319,966,760,8342,4520
20200501,MN,8736,77214,369,118,,1911,371
20200501,MO,7835,74590,883,,137,,337
20200501,MP,14,749,,,,12,2
20200501,MS,7212,64336,651,160,75,3413,281
20200501,MT,453,13750,5,,,397,16
20200501,NC,10923,122909,547,,,,399
20200501,ND,1107,28418,27,,,482,23
20200501,NE,4281,23104,,,,,70
20200501,NH,2146,19903,112,,,980,72
20200501,NJ,121190,135355,5972,1724,1286,15642,7538
20200501,NM,3411,64458,172,,,760,123
20200501,NV,5227,38368,,,,182,277
20200501,NY,308314,619124,10993,3640,,56187,18610
20200501,OH,18743,121763,,,,,1002
20200501,OK,3748,59804,255,113,,2467,230
20200501,OR,2579,55597,208,49,23,,104
20200501,PA,46971,180477,2683,,590,,2354
20200501,PR,1575,9313,,,,,92
20200501,RI,8962,57686,352,76,51,485,279
20200501,SC,6258,53121,,,,3622,256
20200501,SD,2525,14838,69,,,1686,21
20200501,TN,11891,174241,529,,,5546,204
20200501,TX,29229,322546,1778,,,14122,816
20200501,UT,4828,107730,,,,2062,46
20200501,VA,16901,89539,1431,366,193,2196,581
20200501,VI,66,811,,,,51,4
20200501,VT,885,14930,19,,,,50
20200501,WA,16653,193449,470,120,,,814
20200501,WI,8550,72566,560,127,,3352,327
20200501,WV,1136,45708,81,33,18,555,46
20200501,WY,559,9136,13,,,373,7
20200430,AK,355,18764,19,,,252,9
20200430,AL,7019,80177,,,,,269
20200430,AR,3255,45124,95,,23,1305,61
20200430,AS,0,3,,,,,0
20200430,AZ,7648,64138,755,311,194,1499,320
20200430,CA,48917,576420,4981,1473,,,1982
20200430,CO,14758,56301,966,,,2415,766
20200430,CT,27700,69433,1650,,,,2257
20200430,DC,4323,15756,,,,660,224
20200430,DE,4734,17086,296,,,1275,210
20200430,FL,33690,348715,,,,,1290
20200430,GA,26155,122889,,,,,1120
20200430,GU,146,1962,,,,131,5
20200430,HI,613,30027,,,,516,16
20200430,IA,7145,35522,335,121,86,2697,162
20200430,ID,1984,26862,38,,,1121,60
20200430,IL,52918,216949,4953,1289,785,,2355
20200430,IN,17835,77163,1466,549,275,,1114
20200430,KS,4238,27388,,,,272,129
20200430,KY,4539,49562,325,176,,1668,235
20200430,LA,28001,133308,1601,,231,17303,1862
20200430,MA,62205,213442,3803,1001,,,3562
20200430,MD,21742,92617,1711,590,,1432,1226
20200430,ME,1095,19546,35,18,8,631,53
20200430,MI,47505,168944,2319,966,760,8342,4434
20200430,MN,8116,73349,365,130,,1829,343
20200430,MO,7562,73125,853,,141,,329
20200430,MP,14,585,,,,12,2
20200430,MS,6815,59525,639,146,72,3413,261
20200430,MT,453,13461,5,,,392,16
20200430,NC,10509,117527,546,,,,378
20200430,ND,1067,26393,30,,,458,19
20200430,NE,3784,21537,,,,,68
20200430,NH,2054,19867,107,,,980,66
20200430,NJ,118652,129266,6137,1765,1271,15642,7228
20200430,NM,3213,61872,163,,,734,112
20200430,NV,4998,36988,,,,158,269
20200430,NY,304372,596264,11598,3769,,54771,18321
20200430,OH,18027,115863,,,,,975
20200430,OK,3618,59804,291,127,,2401,222
20200430,OR,2510,53522,243,65,28,,103
20200430,PA,45763,175602,2707,,556,,2292
20200430,PR,1539,9313,,,,,92
20200430,RI,8621,55089,339,85,54,461,266
20200430,SC,6095,50417,,,,3252,244
20200430,SD,2449,14579,76,,,1573,17
20200430,TN,10735,166891,605,,,5338,199
20200430,TX,28087,302213,1686,,,13353,782
20200430,UT,4672,103829,,,,1939,46
20200430,VA,15846,75663,1550,372,208,2104,552
20200430,VI,66,807,,,,51,4
20200430,VT,879,14357,23,,,,49
20200430,WA,16309,189001,474,145,,,801
20200430,WI,8052,69394,554,119,,3352,316
20200430,WV,1118,43423,84,38,20,545,41
20200430,WY,544,8902,13,,,371,7
20200429,AK,355,18764,14,,,240,9
20200429,AL,6842,73607,,,,,245
20200429,AR,3192,42257,93,,18,1249,59
20200429,AS,0,3,,,,,0
20200429,AZ,7202,61611,756,312,191,1475,304
20200429,CA,46500,556639,5011,1512,,,1887
20200429,CO,14735,54714,964,,,2275,760
20200429,CT,26767,68051,1691,,,,2168
20200429,DC,4106,15123,,,,660,205
20200429,DE,4655,16883,326,,,1173,204
20200429,FL,33193,340295,,,,,1240
20200429,GA,25572,118367,,,,,1093
20200429,GU,145,1702,,,,130,5
20200429,HI,609,29009,,,,505,16
20200429,IA,6843,34494,323,100,74,2428,148
20200429,ID,1952,26430,41,,,1087,60
20200429,IL,50355,206312,5036,1290,777,,2215
20200429,IN,17182,74368,1484,570,262,,1065
20200429,KS,3738,25720,,,,266,125
20200429,KY,4375,48036,320,170,,1617,225
20200429,LA,27660,128908,1629,,244,17303,1802
20200429,MA,60265,205353,3856,1011,,,3405
20200429,MD,20849,90080,1610,586,,1361,1168
20200429,ME,1056,19546,32,17,7,615,52
20200429,MI,46488,158373,2498,997,778,8342,4335
20200429,MN,7468,69650,320,119,,1724,319
20200429,MO,7425,69734,891,,125,,318
20200429,MP,14,210,,,,12,2
20200429,MS,6569,59525,677,151,69,3413,250
20200429,MT,451,13077,5,,,382,16
20200429,NC,9948,108492,551,,,,354
20200429,ND,1033,24503,28,,,437,19
20200429,NE,3374,20257,,,,,55
20200429,NH,2010,18736,106,,,936,60
20200429,NJ,116264,125054,6289,1811,1327,15642,6770
20200429,NM,2974,58771,157,,,705,110
20200429,NV,4898,36130,,,,100,257
20200429,NY,299691,572790,12159,3923,,53238,18015
20200429,OH,17303,111605,,,,,937
20200429,OK,3473,57794,283,126,,2319,214
20200429,OR,2446,52026,227,56,24,,101
20200429,PA,44366,170517,2781,,602,,2195
20200429,PR,1433,9313,,,,,86
20200429,RI,8247,51918,269,80,55,391,251
20200429,SC,5881,48336,,,,3252,203
20200429,SD,2373,14460,69,,,1492,13
20200429,TN,10366,158183,614,,,5140,195
20200429,TX,27054,287736,1702,,,12507,732
20200429,UT,4495,101283,,,,1790,45
20200429,VA,14961,70979,1566,387,222,2042,522
20200429,VI,62,732,,,,51,4
20200429,VT,866,14155,26,,,,47
20200429,WA,16042,184386,490,156,,,786
20200429,WI,7660,66630,577,121,,,308
20200429,WV,1095,41976,102,40,21,504,38
20200429,WY,536,8681,12,,,362,7
20200428,AK,351,16738,16,,,228,9
20200428,AL,6687,69140,,,,,242
20200428,AR,3111,37560,104,,20,1146,52
20200428,AS,0,3,,,,,0
20200428,AZ,6948,60490,737,303,193,1450,293
20200428,CA,45031,532577,4983,1485,,,1809
20200428,CO,13879,52462,994,,,2275,706
20200428,CT,26312,66433,1732,,,,2089
20200428,DC,3994,14891,,,,660,190
20200428,DE,4575,16605,337,,,1096,192
20200428,FL,32846,334029,,,,,1154
20200428,GA,24615,115405,,,,,1026
20200428,GU,145,1538,3,,,129,5
20200428,HI,607,28576,,,,493,16
20200428,IA,6376,33447,304,98,64,2164,136
20200428,ID,1917,18135,44,,,1039,58
20200428,IL,48102,194087,4738,1245,778,,2125
20200428,IN,16588,70593,1518,546,275,,901
20200428,KS,3491,24599,,,,,124
20200428,KY,4146,44653,313,165,,1521,213
20200428,LA,27286,123822,1666,,244,17303,1758
20200428,MA,58302,196198,3875,1005,,,3153
20200428,MD,20113,87672,1528,551,,1295,1099
20200428,ME,1040,16784,33,17,7,585,51
20200428,MI,45538,148910,2623,1027,801,8342,4247
20200428,MN,6788,63248,314,120,,1611,301
20200428,MO,7303,66200,655,,105,,314
20200428,MP,14,51,,,,12,2
20200428,MS,6342,58070,639,162,77,,239
20200428,MT,451,12740,10,,,356,15
20200428,NC,9568,103184,463,,,,342
20200428,ND,991,22732,25,,,409,19
20200428,NE,3358,20247,,,,,55
20200428,NH,1938,18207,99,,,798,60
20200428,NJ,113856,120503,6476,1809,1262,15642,6442
20200428,NM,2823,55980,155,,,666,104
20200428,NV,4805,35314,,,,,251
20200428,NY,295106,549888,12646,4071,,51673,17638
20200428,OH,16128,106578,,,,,799
20200428,OK,3410,56289,288,118,,2260,207
20200428,OR,2354,48844,249,71,31,,92
20200428,PA,43264,165824,2781,,616,,1716
20200428,PR,1400,9313,,,,,86
20200428,RI,7926,49767,266,84,55,466,239
20200428,SC,5613,46532,,,,2830,177
20200428,SD,2313,14299,69,,,1392,11
20200428,TN,10052,151876,611,,,4921,188
20200428,TX,26171,274213,1682,,,11786,690
20200428,UT,4343,98096,,,,1704,45
20200428,VA,14339,68959,1508,376,217,1914,492
20200428,VI,59,719,,,,51,4
20200428,VT,862,13947,29,,,,47
20200428,WA,15798,179707,436,158,,,765
20200428,WI,7391,63535,544,123,,,300
20200428,WV,1079,41976,87,28,15,481,37
20200428,WY,389,8226,16,,,343,7
20200427,AK,345,15911,10,,,218,9
20200427,AL,6499,67498,,,,,222
20200427,AR,3017,37440,109,,25,987,50
20200427,AS,0,3,,,,,0
20200427,AZ,6716,59827,647,328,200,1418,275
20200427,CA,43464,509945,4878,1499,,,1755
20200427,CO,13441,49833,1007,,,2150,680
20200427,CT,25269,54542,1758,,,,1998
20200427,DC,3892,14524,402,,,659,185
20200427,DE,4162,15454,325,,,996,181
20200427,FL,32138,324325,,,,,1101
20200427,GA,23913,103256,,,,,971
20200427,GU,144,1424,3,,,128,5
20200427,HI,606,28404,,,,488,14
20200427,IA,5868,32282,300,100,58,2021,127
20200427,ID,1897,18127,41,,,983,56
20200427,IL,45883,181745,4672,1249,763,,1983
20200427,IN,15961,68515,1493,581,284,,844
20200427,KS,3328,23839,,,,,120
20200427,KY,4074,44400,308,166,,1511,208
20200427,LA,27068,119921,1683,,262,17303,1697
20200427,MA,56462,188425,3892,1089,,,3003
20200427,MD,19487,85489,1513,535,,1263,1045
20200427,ME,1023,16784,39,16,7,549,51
20200427,MI,44709,140972,2667,1059,832,8342,4148
20200427,MN,6187,60503,292,122,,1556,286
20200427,MO,7171,63935,679,,109,,288
20200427,MP,14,51,,,,11,2
20200427,MS,6094,57368,590,142,71,,229
20200427,MT,449,12584,11,,,352,14
20200427,NC,9142,100778,473,,,,306
20200427,ND,942,21492,23,,,350,19
20200427,NE,3028,19335,,,,,56
20200427,NH,1864,17860,101,,,779,60
20200427,NJ,111188,116587,6407,1801,1303,,6044
20200427,NM,2726,53889,148,,,650,99
20200427,NV,4690,34123,,,,,245
20200427,NY,291996,534099,12819,4157,,50751,17303
20200427,OH,15699,103692,,,,,753
20200427,OK,3280,49891,306,150,,2167,197
20200427,OR,2354,48844,249,71,31,,92
20200427,PA,42050,161372,2800,,629,,1597
20200427,PR,1389,9313,,,,,84
20200427,RI,7708,48177,266,81,56,452,233
20200427,SC,5490,45271,,,,3701,174
20200427,SD,2245,14130,61,,,1316,11
20200427,TN,9918,144484,618,,,4720,184
20200427,TX,25297,265220,1563,,,11170,663
20200427,UT,4233,95962,,,,1641,41
20200427,VA,13535,67144,1455,389,217,1843,458
20200427,VI,59,716,,,,51,4
20200427,VT,862,13819,33,,,,47
20200427,WA,15566,174592,536,115,,,749
20200427,WI,7161,61311,337,124,,,281
20200427,WV,1063,41976,100,38,20,455,36
20200427,WY,370,7797,16,,,342,7
20200426,AK,341,15836,14,,,217,9
20200426,AL,6270,67281,,,,,216
20200426,AR,2941,36528,104,,25,985,49
20200426,AS,0,3,,,,,0
20200426,AZ,6526,58285,671,308,200,1383,275
20200426,CA,42164,483920,4928,1473,,,1710
20200426,CO,12968,46823,1046,,,2150,672
20200426,CT,25269,54542,1766,,,,1924
20200426,DC,3841,14227,402,120,69,657,178
20200426,DE,4034,15215,317,,,911,168
20200426,FL,31528,313085,,,,,1094
20200426,GA,23401,99822,,,,,912
20200426,GU,141,1387,2,,,128,5
20200426,HI,603,27880,,,,482,14
20200426,IA,5476,30614,286,99,55,1900,118
20200426,ID,1887,17611,44,,,938,56
20200426,IL,43903,171049,4595,1267,772,,1933
20200426,IN,15012,66696,1446,589,310,,813
20200426,KS,3174,23053,,,,,118
20200426,KY,3905,42653,301,164,,1501,205
20200426,LA,26773,116263,1701,,265,14927,1670
20200426,MA,54938,181162,3879,1077,,,2899
20200426,MD,18581,78084,1463,530,,1177,1001
20200426,ME,1015,16784,39,19,7,532,50
20200426,MI,43789,134431,2757,1099,871,8342,4036
20200426,MN,5512,59161,285,115,,1502,272
20200426,MO,6997,62751,679,,109,,274
20200426,MP,14,51,,,,11,2
20200426,MS,5911,54877,644,146,67,,227
20200426,MT,448,12414,11,,,339,14
20200426,NC,8830,99064,451,,,,299
