,,,,,CONSUMERS ONLY,,,,,,,,,,
Belgium,Diet National 2004,Adults,Food for infants and small children,A.01.001715,14,1.1%,32.67,38.97,4.00,12.50,14.50,150.00,150.00,150.00, 
Belgium,Diet National 2004,Adults,Products for special nutritional use,A.01.001748,124,9.6%,67.57,113.95,4.85,5.00,20.05,325.00,337.50,560.00, 
Belgium,Diet National 2004,Adults,Composite food (including frozen products),A.01.001789,763,59.1%,177.99,132.33,17.50,29.75,131.25,438.75,525.00,592.50, 
Belgium,Diet National 2004,Adults,"Snacks, desserts, and other foods",A.01.001877,449,34.8%,56.14,55.07,6.30,10.00,45.00,125.00,167.40,190.00, 
Belgium,Diet National 2004,Elderly,Grains and grain-based products,A.01.000001,511,100.0%,199.04,109.65,67.50,91.00,175.00,420.00,478.45,516.75, 
Belgium,Diet National 2004,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,486,95.1%,133.61,92.01,20.75,32.45,117.50,321.60,355.20,419.80, 
Belgium,Diet National 2004,Elderly,Starchy roots and tubers,A.01.000467,466,91.2%,141.67,82.35,35.00,48.50,130.00,304.00,327.00,363.50, 
Belgium,Diet National 2004,Elderly,"Legumes, nuts and oilseeds",A.01.000486,157,30.7%,55.80,42.06,7.50,11.25,49.50,140.00,159.50,212.80, 
Belgium,Diet National 2004,Elderly,Fruit and fruit products,A.01.000544,470,92.0%,179.17,144.25,17.50,35.00,143.10,442.60,492.25,740.65, 
Belgium,Diet National 2004,Elderly,Meat and meat products (including edible offal),A.01.000727,495,96.9%,122.49,74.77,27.00,42.10,114.00,257.90,312.25,371.50, 
Belgium,Diet National 2004,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,196,38.4%,73.92,52.63,12.00,18.00,67.50,175.00,212.75,271.70, 
Belgium,Diet National 2004,Elderly,Milk and dairy products,A.01.000948,490,95.9%,150.42,139.81,14.50,26.00,106.08,443.00,502.50,656.65, 
Belgium,Diet National 2004,Elderly,Eggs and egg products,A.01.001252,167,32.7%,27.19,23.73,1.35,2.00,25.00,70.00,90.00,95.00, 
Belgium,Diet National 2004,Elderly,Sugar and confectionary,A.01.001267,388,75.9%,22.92,21.43,2.40,3.50,16.72,58.45,83.40,102.00, 
Belgium,Diet National 2004,Elderly,Animal and vegetable fats and oils,A.01.001346,508,99.4%,44.56,36.94,4.65,10.85,37.43,106.90,134.70,199.30, 
Belgium,Diet National 2004,Elderly,Fruit and vegetable juices,A.01.001394,149,29.2%,132.77,102.98,2.00,15.00,125.00,300.00,350.00,646.00, 
Belgium,Diet National 2004,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,498,97.5%,633.19,353.45,187.50,239.65,565.63,"1,275.00","1,475.00","1,687.50", 
Belgium,Diet National 2004,Elderly,Alcoholic beverages,A.01.001534,302,59.1%,337.42,355.64,37.50,62.50,250.00,"1,156.25","1,375.00","1,562.50", 
Belgium,Diet National 2004,Elderly,Drinking water (water without any additives except,A.01.001573,440,86.1%,640.62,491.05,75.00,125.00,525.00,"1,600.00","1,837.50","2,125.00", 
Belgium,Diet National 2004,Elderly,"Herbs, spices and condiments",A.01.001580,394,77.1%,30.21,34.27,1.45,3.80,17.10,100.80,129.60,166.60, 
Belgium,Diet National 2004,Elderly,Food for infants and small children,A.01.001715,2,0.4%,10.00,3.54,7.50,7.50,10.00,12.50,12.50,12.50, 
Belgium,Diet National 2004,Elderly,Products for special nutritional use,A.01.001748,50,9.8%,38.96,84.39,5.00,5.00,20.00,200.00,330.00,500.00, 
Belgium,Diet National 2004,Elderly,Composite food (including frozen products),A.01.001789,352,68.9%,205.83,122.45,37.50,78.75,164.38,442.75,526.25,656.25, 
Belgium,Diet National 2004,Elderly,"Snacks, desserts, and other foods",A.01.001877,150,29.4%,61.73,50.63,10.00,16.50,49.50,150.00,229.00,277.50, 
Belgium,Diet National 2004,Very elderly,Grains and grain-based products,A.01.000001,702,99.7%,190.37,101.27,67.45,83.45,173.90,356.45,429.50,504.50, 
Belgium,Diet National 2004,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,640,90.9%,117.24,90.28,15.00,26.70,99.63,272.50,339.35,443.35, 
Belgium,Diet National 2004,Very elderly,Starchy roots and tubers,A.01.000467,638,90.6%,141.15,86.33,35.00,52.90,125.00,307.50,360.00,456.00, 
Belgium,Diet National 2004,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,168,23.9%,52.21,40.56,4.85,8.75,49.50,119.00,159.50,209.00, 
Belgium,Diet National 2004,Very elderly,Fruit and fruit products,A.01.000544,634,90.1%,181.00,140.75,20.00,30.00,153.23,435.00,553.40,621.85, 
Belgium,Diet National 2004,Very elderly,Meat and meat products (including edible offal),A.01.000727,680,96.6%,113.63,62.82,28.65,39.20,108.05,232.15,277.25,299.50, 
Belgium,Diet National 2004,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,248,35.2%,67.59,47.22,13.00,18.40,53.30,151.00,175.00,218.00, 
Belgium,Diet National 2004,Very elderly,Milk and dairy products,A.01.000948,675,95.9%,150.80,130.79,20.00,27.00,114.50,391.90,489.25,569.70, 
Belgium,Diet National 2004,Very elderly,Eggs and egg products,A.01.001252,224,31.8%,27.61,26.92,1.35,1.90,22.50,75.00,106.50,117.50, 
Belgium,Diet National 2004,Very elderly,Sugar and confectionary,A.01.001267,498,70.7%,22.22,22.35,1.90,3.00,15.75,64.00,78.00,108.50, 
Belgium,Diet National 2004,Very elderly,Animal and vegetable fats and oils,A.01.001346,702,99.7%,45.93,36.20,4.90,9.75,39.10,109.45,130.75,158.65, 
Belgium,Diet National 2004,Very elderly,Fruit and vegetable juices,A.01.001394,178,25.3%,135.62,104.02,1.60,9.50,117.00,350.00,375.00,525.00, 
Belgium,Diet National 2004,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,691,98.2%,563.97,306.16,187.50,225.00,500.00,"1,112.50","1,312.50","1,512.50", 
Belgium,Diet National 2004,Very elderly,Alcoholic beverages,A.01.001534,396,56.3%,253.06,228.18,31.25,50.00,187.50,665.00,870.00,"1,125.00", 
Belgium,Diet National 2004,Very elderly,Drinking water (water without any additives except,A.01.001573,596,84.7%,531.38,390.81,75.00,125.00,450.00,"1,250.00","1,557.68","1,875.00", 
Belgium,Diet National 2004,Very elderly,"Herbs, spices and condiments",A.01.001580,516,73.3%,24.92,30.07,0.60,1.90,13.80,91.90,108.40,139.80, 
Belgium,Diet National 2004,Very elderly,Food for infants and small children,A.01.001715,6,0.9%,31.46,46.33,6.25,6.25,13.00,125.00,125.00,125.00, 
Belgium,Diet National 2004,Very elderly,Products for special nutritional use,A.01.001748,84,11.9%,29.92,39.53,5.00,5.00,20.00,79.00,107.50,318.70, 
Belgium,Diet National 2004,Very elderly,Composite food (including frozen products),A.01.001789,503,71.4%,220.56,120.43,37.50,80.00,236.25,408.75,551.00,612.50, 
Belgium,Diet National 2004,Very elderly,"Snacks, desserts, and other foods",A.01.001877,202,28.7%,74.78,61.57,11.00,18.75,61.25,191.25,250.00,265.50, 
Belgium,Regional Flanders,Toddlers,Grains and grain-based products,A.01.000001,36,100.0%,126.24,48.46,62.67,63.86,124.42,230.81,250.83,250.83,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Vegetables and vegetable products (including fungi,A.01.000317,34,94.4%,56.98,28.56,9.33,22.00,56.42,87.53,142.00,142.00,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Starchy roots and tubers,A.01.000467,34,94.4%,89.21,48.53,18.83,23.33,88.50,181.67,183.33,183.33,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,"Legumes, nuts and oilseeds",A.01.000486,5,13.9%,18.30,8.25,6.00,6.00,18.00,28.33,28.33,28.33,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Fruit and fruit products,A.01.000544,30,83.3%,118.08,77.02,14.33,20.67,118.83,257.67,316.67,316.67,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Meat and meat products (including edible offal),A.01.000727,36,100.0%,50.64,54.77,4.98,6.29,40.73,94.00,331.00,331.00,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,"Fish and other seafood (including amphibians, rept",A.01.000876,12,33.3%,18.56,12.76,5.50,6.67,17.50,54.00,54.00,54.00,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Milk and dairy products,A.01.000948,36,100.0%,446.16,259.19,40.83,143.33,378.50,984.67,"1,059.67","1,059.67","Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Sugar and confectionary,A.01.001267,33,91.7%,32.97,30.22,4.17,5.00,26.67,102.47,107.67,107.67,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Animal and vegetable fats and oils,A.01.001346,34,94.4%,8.76,8.83,0.67,0.84,7.25,18.17,46.33,46.33,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Fruit and vegetable juices,A.01.001394,29,80.6%,245.83,146.41,75.00,100.00,200.00,543.33,570.00,570.00,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Non-alcoholic beverages (excepting milk based beve,A.01.001470,22,61.1%,197.16,117.80,50.00,66.67,187.50,375.00,500.00,500.00,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Alcoholic beverages,A.01.001534,1,2.8%,13.33,0.00,13.33,13.33,13.33,13.33,13.33,13.33,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Drinking water (water without any additives except,A.01.001573,32,88.9%,172.27,142.25,2.80,16.67,141.67,501.05,562.33,562.33,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,"Herbs, spices and condiments",A.01.001580,28,77.8%,16.13,15.16,0.33,3.00,10.00,37.24,70.83,70.83,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Food for infants and small children,A.01.001715,24,66.7%,43.72,107.99,4.83,7.33,11.17,257.50,492.00,492.00,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,Composite food (including frozen products),A.01.001789,36,100.0%,98.72,62.63,11.82,22.67,86.50,196.67,239.33,239.33,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Toddlers,"Snacks, desserts, and other foods",A.01.001877,18,50.0%,45.88,38.12,6.67,10.00,37.50,125.00,125.00,125.00,"Number of observations lower than 60, the 95th and higher percentiles may not be statistically robust"
Belgium,Regional Flanders,Other children,Grains and grain-based products,A.01.000001,625,100.0%,137.26,48.66,72.00,81.83,133.50,224.00,254.83,292.37, 
Belgium,Regional Flanders,Other children,Vegetables and vegetable products (including fungi,A.01.000317,595,95.2%,64.29,45.36,13.33,19.33,54.23,155.33,183.17,230.50, 
Belgium,Regional Flanders,Other children,Starchy roots and tubers,A.01.000467,616,98.6%,80.09,43.44,23.33,33.33,70.67,166.67,186.67,210.00, 
Belgium,Regional Flanders,Other children,"Legumes, nuts and oilseeds",A.01.000486,91,14.6%,14.89,11.24,1.67,2.67,13.33,32.33,33.33,79.33, 
Belgium,Regional Flanders,Other children,Fruit and fruit products,A.01.000544,556,89.0%,112.91,80.51,11.67,23.33,95.00,270.83,296.67,377.00, 
Belgium,Regional Flanders,Other children,Meat and meat products (including edible offal),A.01.000727,606,97.0%,49.24,31.46,8.00,13.79,45.00,109.50,120.33,144.62, 
Belgium,Regional Flanders,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,197,31.5%,28.78,15.90,8.33,11.00,26.33,58.33,73.33,89.33, 
Belgium,Regional Flanders,Other children,Milk and dairy products,A.01.000948,619,99.0%,432.35,238.65,62.83,111.00,419.17,845.83,980.33,"1,081.33", 
Belgium,Regional Flanders,Other children,Eggs and egg products,A.01.001252,5,0.8%,4.37,7.10,0.33,0.33,1.00,17.00,17.00,17.00, 
Belgium,Regional Flanders,Other children,Sugar and confectionary,A.01.001267,583,93.3%,31.48,27.62,4.00,5.67,23.33,86.67,99.33,119.17, 
Belgium,Regional Flanders,Other children,Animal and vegetable fats and oils,A.01.001346,577,92.3%,9.39,7.70,0.67,1.20,8.00,24.00,27.83,31.93, 
Belgium,Regional Flanders,Other children,Fruit and vegetable juices,A.01.001394,490,78.4%,221.80,177.40,50.00,50.00,183.33,562.50,633.33,"1,004.33", 
Belgium,Regional Flanders,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,423,67.7%,196.88,175.66,33.33,50.00,146.67,550.00,677.83,827.00, 
Belgium,Regional Flanders,Other children,Alcoholic beverages,A.01.001534,19,3.0%,18.52,27.58,1.00,1.67,6.00,100.00,100.00,100.00, 
Belgium,Regional Flanders,Other children,Drinking water (water without any additives except,A.01.001573,566,90.6%,255.88,193.79,25.00,50.00,204.08,620.00,716.67,900.00, 
Belgium,Regional Flanders,Other children,"Herbs, spices and condiments",A.01.001580,450,72.0%,14.39,13.93,0.50,1.17,9.88,40.92,50.67,62.37, 
Belgium,Regional Flanders,Other children,Food for infants and small children,A.01.001715,372,59.5%,23.58,57.91,3.67,5.00,12.50,49.33,133.33,365.00, 
Belgium,Regional Flanders,Other children,Products for special nutritional use,A.01.001748,2,0.3%,20.42,18.27,7.50,7.50,20.42,33.33,33.33,33.33, 
Belgium,Regional Flanders,Other children,Composite food (including frozen products),A.01.001789,605,96.8%,102.75,76.34,15.00,21.67,85.00,247.17,284.83,324.33, 
Belgium,Regional Flanders,Other children,"Snacks, desserts, and other foods",A.01.001877,339,54.2%,48.11,41.26,5.00,8.33,41.67,138.00,158.33,191.67, 
Bulgaria,NUTRICHILD,Infants,Grains and grain-based products,A.01.000001,464,54.0%,56.12,37.94,5.00,8.80,53.17,123.59,145.26,172.46, 
Bulgaria,NUTRICHILD,Infants,Vegetables and vegetable products (including fungi,A.01.000317,439,51.1%,45.42,42.54,0.61,1.28,33.31,123.67,145.86,184.35, 
Bulgaria,NUTRICHILD,Infants,Starchy roots and tubers,A.01.000467,333,38.8%,39.57,34.85,7.00,7.88,30.00,106.75,127.50,184.75, 
Bulgaria,NUTRICHILD,Infants,"Legumes, nuts and oilseeds",A.01.000486,100,11.6%,18.17,15.60,2.93,3.24,12.97,48.52,55.84,58.81, 
Bulgaria,NUTRICHILD,Infants,Fruit and fruit products,A.01.000544,345,40.2%,64.53,48.64,1.34,10.93,51.85,167.25,182.34,215.00, 
Bulgaria,NUTRICHILD,Infants,Meat and meat products (including edible offal),A.01.000727,302,35.2%,37.40,25.08,8.34,11.60,32.40,87.18,101.36,112.69, 
Bulgaria,NUTRICHILD,Infants,"Fish and other seafood (including amphibians, rept",A.01.000876,15,1.7%,26.45,19.08,10.00,14.16,20.00,90.90,90.90,90.90, 
Bulgaria,NUTRICHILD,Infants,Milk and dairy products,A.01.000948,726,84.5%,166.73,199.43,4.00,5.50,76.50,587.40,690.00,753.26, 
Bulgaria,NUTRICHILD,Infants,Eggs and egg products,A.01.001252,315,36.7%,9.33,7.73,1.34,2.00,7.04,23.50,28.00,32.58, 
Bulgaria,NUTRICHILD,Infants,Sugar and confectionary,A.01.001267,625,72.8%,11.28,10.15,1.25,2.00,8.24,31.38,36.25,43.75, 
