Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",Priceset1,Priceset2,Priceset3,Priceset4,Priceset5,Priceset6,Priceset7,Priceset8,Priceset9,Priceset10,Priceset11,Priceset12,Priceset13,Priceset14,Priceset15,Priceset16,Priceset17,Priceset18,Priceset19,Priceset20,Priceset21,Pricese22,Priceset23,Priceset24,Priceset25,Priceset26,Priceset27,Are you a vegetarian or a vegan?,Primaryshopper,FarmingExperience,CurrentlyFarm,Gender,Age,MaritalStatus,NumberInHousehold,Children<12,Weight,Height,ReceivedFoodStamps,CurrentlyOnFoodStamps,State,Education,Approximate / annual household income before taxes in 2012,"Hispanic, Latino, or Spanish origin?",Race,PoliticalInclination,PoliticalParty,LocationLatitude,LocationLongitude
0,2,0,1,0,4,,,,,0,3,,,1,2,1,1,1,3,,,1,4,3,3,6,3,1,4,7,2,5,,,,,,,,,,7,8,8,7,7,7,8,7,7,,,,,,,,,,1,1,2,2,2,2,1,1,2,160,15,2,2,23,4,3,1,2,2,1,42.475296020508,-83.28450012207
,,0,4,1,1,0,1,1,2,0,3,1,3,1,4,,,0,2,,,,,3,1,1,5,4,7,6,3,2,,,,,,,,,,,,,,,,,,,2,9,2,9,2,9,5,9,9,2,3,2,2,2,3,1,3,2,99,13,1,2,36,3,2,1,2,6,5,41.404403686523,-81.556396484375
,,0,1,0,3,,,0,4,0,2,1,2,1,1,1,3,,,1,4,,,4,4,2,7,4,1,5,6,3,,,,,,,,,,,,,,,,,,,2,3,1,1,2,8,6,5,8,2,1,2,2,2,2,1,5,1,180,16,1,2,5,5,5,2,1,1,4,33.907104492188,-118.07669830322
1,1,0,3,,,0,2,,,1,3,,,1,2,0,4,1,4,0,1,,,4,4,2,3,7,4,1,6,5,,,,,,,,,,5,6,3,6,5,4,6,5,7,,,,,,,,,,2,1,2,2,2,2,2,3,1,180,17,2,2,33,2,4,1,2,1,1,43.446395874023,-76.397102355957
1,1,0,4,0,1,,,0,3,0,2,1,3,,,,,1,4,,,1,2,4,1,3,7,1,6,5,2,4,,,,,,,,,,,,,,,,,,,2,7,2,7,2,4,2,2,7,2,1,2,2,1,1,1,2,2,150,22,2,2,5,4,6,1,9,1,4,33.091003417969,-116.94160461426
,,0,2,,,0,3,1,4,0,4,1,3,,,,,0,1,1,2,1,1,6,3,2,5,1,7,6,3,4,5,1,8,2,8,3,6,7,1,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,1,1,2,210,16,1,1,33,5,1,1,3,3,4,43.24560546875,-75.480201721191
0,1,0,2,1,1,1,2,,,1,3,1,4,0,4,,,,,,,0,3,2,3,5,2,4,6,1,7,3,,,,,,,,,,,,,,,,,,,4,8,1,1,5,4,5,5,4,2,1,1,2,1,2,1,1,2,230,15,1,1,10,5,2,1,1,3,1,30.218704223633,-81.753997802734
1,2,,,0,4,0,3,1,1,1,3,1,4,,,,,,,0,2,0,1,6,6,3,6,1,4,2,5,7,,,,,,,,,,8,8,8,8,8,8,8,8,8,,,,,,,,,,2,1,2,2,2,2,2,2,2,145,17,2,2,10,4,5,1,5,3,1,28.534103393555,-81.164703369141
,,0,4,0,3,0,2,1,2,,,1,4,1,3,,,0,1,1,1,,,9,7,5,4,6,7,2,3,1,3,7,5,8,2,1,6,3,2,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,1,3,2,245,18,1,1,39,5,1,1,2,3,1,40.422302246094,-79.979103088379
1,1,,,1,4,,,,,0,4,0,2,1,2,,,0,3,0,1,1,3,3,3,7,1,5,3,6,2,4,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,1,2,1,5,1,281,25,2,2,33,2,3,3,2,3,4,40.671401977539,-73.936096191406
,,0,3,0,1,0,4,,,0,2,1,3,1,1,1,4,1,2,,,,,2,1,1,6,3,7,4,5,2,1,6,6,1,4,5,5,6,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,1,2,2,178,24,1,2,44,5,2,1,3,3,4,29.867599487305,-95.834297180176
1,2,1,1,0,4,,,1,4,0,1,,,,,1,3,0,3,0,2,,,9,9,4,7,3,6,1,2,5,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,2,3,2,2,2,1,1,5,2,80,11,2,2,4,3,1,1,2,6,2,34.759201049805,-90.832397460938
1,4,,,1,2,0,1,1,3,0,2,1,1,0,3,,,,,,,0,4,9,3,7,5,2,1,4,3,6,,,,,,,,,,5,5,5,5,1,5,5,4,4,,,,,,,,,,2,1,2,2,2,5,1,4,2,138,18,2,2,5,2,8,5,1,4,1,37.342193603516,-121.88330078125
1,4,0,3,,,0,4,1,1,0,1,1,3,1,2,,,,,0,2,,,6,2,7,5,6,1,3,2,4,,,,,,,,,,,,,,,,,,,6,5,1,8,1,1,1,6,6,2,3,2,2,2,1,1,3,2,20,12,2,2,44,5,2,2,14,3,1,32.947998046875,-96.813201904297
,,0,2,,,0,1,,,0,3,,,1,1,1,3,0,4,1,4,1,2,6,3,4,6,2,3,5,1,7,,,,,,,,,,,,,,,,,,,2,4,1,3,2,3,6,3,6,2,1,1,2,1,5,2,3,2,266,21,2,2,24,3,6,2,1,4,2,44.630706787109,-93.303398132324
0,1,0,4,,,,,1,3,0,3,1,4,1,2,,,0,2,1,1,,,3,1,1,6,7,4,5,3,2,,,,,,,,,,6,1,6,1,6,3,2,5,6,,,,,,,,,,2,1,2,2,2,5,2,2,2,157,16,1,2,34,2,1,1,2,3,1,35.811996459961,-77.048797607422
,,0,4,,,0,1,,,0,2,1,3,1,4,1,2,1,1,0,3,,,4,1,3,2,5,7,6,4,1,,,,,,,,,,5,5,6,5,6,6,6,5,6,,,,,,,,,,2,2,2,2,2,2,1,3,2,122,13,2,2,22,2,3,5,2,2,1,42.311706542969,-71.795997619629
0,4,0,3,1,3,,,1,2,0,1,1,1,,,,,0,2,,,1,4,5,5,7,1,4,6,3,5,2,,,,,,,,,,5,5,6,1,7,1,7,5,3,,,,,,,,,,2,1,2,2,2,5,2,3,2,140,18,2,2,21,5,9,1,5,3,2,39.003204345703,-77.160202026367
0,2,0,3,,,0,1,1,3,0,4,1,2,1,4,1,1,,,,,,,7,2,5,2,3,7,6,4,1,,,,,,,,,,,,,,,,,,,9,4,1,3,8,4,9,5,1,2,3,1,2,1,4,1,2,2,125,18,2,2,5,7,9,1,5,4,4,38.344497680664,-121.42929840088
,,0,3,0,4,0,2,1,1,0,1,1,2,1,4,,,,,1,3,,,6,1,3,2,5,6,4,7,1,7,2,2,9,9,5,5,2,1,,,,,,,,,,,,,,,,,,,2,1,2,2,2,7,4,1,2,123,14,2,2,48,6,3,5,1,3,2,47.755493164062,-122.29919433594
0,2,,,0,3,0,4,1,4,0,1,1,2,,,,,1,1,1,3,,,3,3,7,6,2,5,4,1,3,,,,,,,,,,,,,,,,,,,2,7,2,2,2,2,9,2,1,2,1,2,2,2,3,2,2,2,140,16,2,2,11,3,5,1,2,2,1,32.490997314453,-84.874099731445
0,4,0,3,0,1,0,2,1,3,1,4,1,2,,,,,,,,,1,1,7,1,3,1,2,4,7,5,6,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,6,2,2,2,175,26,2,2,19,4,2,1,2,3,4,32.56950378418,-93.69229888916
,,0,4,1,3,0,3,1,4,0,1,1,1,0,2,,,1,2,,,,,6,3,5,2,1,7,6,3,4,9,7,1,9,9,6,6,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,2,2,111,15,2,2,37,2,9,1,2,3,4,36.097106933594,-95.962699890137
0,3,0,4,0,1,,,1,4,,,1,3,1,2,1,1,0,2,,,,,3,1,4,1,5,2,6,7,3,,,,,,,,,,7,3,6,2,1,2,1,2,3,,,,,,,,,,2,3,2,2,1,1,1,3,2,150,16,1,2,10,6,2,5,14,2,2,26.595794677734,-80.129898071289
,,0,2,0,3,0,1,1,3,,,1,2,1,1,,,0,4,1,4,,,9,9,5,7,4,6,1,3,2,,,,,,,,,,,,,,,,,,,1,1,6,1,5,5,1,1,1,2,1,2,2,2,1,1,5,1,150,14,2,2,21,2,6,5,1,2,1,39.482192993164,-77.45760345459
1,4,0,3,0,1,0,2,1,2,0,4,1,1,1,3,,,,,,,,,2,1,1,3,5,6,7,4,2,,,,,,,,,,3,1,6,2,6,3,2,5,3,,,,,,,,,,2,1,2,2,2,4,1,1,2,130,15,1,2,1,5,1,1,2,3,1,33.520706176758,-86.80249786377
1,4,0,4,,,0,3,1,2,0,1,,,1,1,,,0,2,,,1,3,3,2,4,3,6,7,1,5,2,5,3,5,1,5,5,5,5,3,,,,,,,,,,,,,,,,,,,2,3,2,2,1,3,2,2,2,200,23,2,2,5,3,7,2,1,3,4,34.839996337891,-115.96710205078
,,0,2,0,1,,,1,1,0,4,1,2,,,1,4,0,3,,,1,3,3,4,6,7,4,5,1,3,2,8,3,6,1,5,1,5,2,1,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,1,2,2,220,20,1,2,33,5,1,1,2,6,1,42.407196044922,-76.515899658203
0,2,,,0,4,0,1,,,0,3,1,4,1,2,1,1,1,3,,,,,5,2,5,4,6,7,3,1,2,,,,,,,,,,,,,,,,,,,7,9,1,9,8,5,4,6,2,2,1,2,2,1,4,2,4,1,183,23,2,2,21,3,3,1,2,3,1,39.073806762695,-77.116401672363
,,0,1,0,4,,,1,2,0,2,1,4,1,1,1,3,0,3,,,,,6,1,3,1,4,5,7,6,2,8,7,8,8,7,5,5,5,8,,,,,,,,,,,,,,,,,,,1,3,2,2,2,3,4,4,2,87,12,1,2,10,6,2,3,1,6,4,28.491302490234,-81.409698486328
0,2,0,4,1,2,0,1,1,3,1,1,1,4,,,,,,,,,0,3,4,3,2,1,5,7,6,3,4,,,,,,,,,,,,,,,,,,,2,6,5,7,2,4,5,1,2,2,1,2,2,1,4,4,1,2,165,29,1,1,34,5,1,1,2,3,1,36.020004272461,-75.669898986816
,,0,3,0,4,,,0,1,0,2,1,1,1,3,1,2,1,4,,,,,3,2,3,5,4,7,1,6,2,5,3,3,1,5,5,5,5,3,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,1,2,2,150,13,2,2,5,3,1,2,6,2,1,33.21940612793,-117.20420074463
,,0,4,,,,,1,2,0,3,0,1,,,1,4,0,2,1,1,1,3,4,4,6,7,3,2,5,1,4,,,,,,,,,,,,,,,,,,,7,7,8,7,8,1,7,7,2,2,2,2,2,1,2,2,3,1,185,23,2,2,23,5,5,1,4,1,1,42.931396484375,-85.649696350098
1,2,0,3,0,4,0,2,,,0,1,,,1,1,,,,,1,3,1,4,9,8,4,1,6,3,5,2,7,,,,,,,,,,5,5,5,7,7,5,5,5,5,,,,,,,,,,2,1,2,2,1,3,2,5,1,192,22,2,2,35,6,4,2,3,3,4,46.337097167969,-94.273101806641
1,3,0,2,0,3,0,1,1,4,,,1,2,1,1,0,4,,,,,,,4,2,2,7,6,3,1,4,5,6,6,6,1,5,5,5,5,6,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,4,1,277,14,1,1,11,5,2,1,2,4,1,32.728805541992,-83.686500549316
0,4,0,2,1,3,0,1,,,0,3,,,,,,,1,4,1,2,1,1,5,1,2,7,5,3,6,1,4,,,,,,,,,,1,4,7,2,5,7,7,4,6,,,,,,,,,,2,1,2,2,2,3,2,3,1,110,12,2,2,6,4,4,1,9,3,4,39.731994628906,-104.98390197754
,,0,1,0,3,,,0,4,0,2,1,1,1,4,1,2,,,1,3,,,4,2,1,4,3,7,6,5,2,,,,,,,,,,,,,,,,,,,2,7,2,7,2,2,9,2,1,2,1,2,2,2,1,1,2,2,105,17,1,2,10,2,2,1,2,3,1,28.044403076172,-82.679496765137
0,3,,,0,2,0,1,1,3,,,1,4,1,2,1,1,0,4,,,,,3,3,7,4,6,3,1,5,2,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,1,2,1,1,2,130,18,2,2,5,4,3,1,4,2,1,33.71989440918,-117.90319824219
1,1,0,1,0,2,,,1,2,0,4,,,,,,,0,3,1,4,1,3,5,3,2,6,3,7,1,5,4,2,2,5,1,5,1,5,5,1,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,2,201,14,2,2,39,5,6,1,1,1,1,39.992599487305,-75.141098022461
1,3,,,1,4,0,1,1,1,0,3,0,2,1,2,,,0,4,,,,,3,2,2,5,3,7,6,1,4,,,,,,,,,,7,7,8,2,7,7,7,8,7,,,,,,,,,,2,3,2,2,2,2,1,2,2,160,16,2,2,5,6,2,1,5,2,4,33.810806274414,-117.91690063477
,,0,4,1,2,,,1,4,0,3,0,1,0,2,1,1,,,1,3,,,4,5,7,5,4,3,2,6,1,6,4,4,7,6,5,7,8,7,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,183,22,2,2,34,5,9,1,1,1,1,35.328399658203,-80.745903015137
1,4,,,0,1,,,0,3,0,2,1,1,1,3,1,2,0,4,,,,,4,2,4,5,3,7,1,2,6,,,,,,,,,,,,,,,,,,,7,7,4,7,7,8,9,4,7,2,1,2,2,2,2,1,2,2,180,19,2,2,5,3,4,1,2,2,1,37.773498535156,-122.27880096436
,,0,1,0,2,0,3,,,0,4,1,4,1,1,1,3,,,,,1,2,2,1,5,6,4,7,1,2,3,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,2,154,16,2,2,44,6,3,1,6,3,1,29.568893432617,-98.222900390625
1,3,,,0,3,0,2,,,0,4,1,1,0,1,,,,,1,2,1,4,4,2,2,1,4,6,7,5,3,,,,,,,,,,5,7,2,5,7,3,7,5,3,,,,,,,,,,2,1,1,2,1,3,2,2,2,185,20,2,2,43,5,3,4,2,6,4,35.972396850586,-84.290397644043
1,2,0,4,1,3,0,1,1,4,0,2,1,1,,,,,,,0,3,,,9,6,6,3,4,5,7,1,2,2,2,3,8,3,3,2,2,3,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,4,4,1,208,29,2,2,5,3,7,1,1,2,1,33.793395996094,-118.12120056152
,,0,3,0,4,0,1,1,1,0,2,1,3,1,2,,,,,,,1,4,6,2,2,4,5,7,1,6,3,5,3,5,8,5,5,5,3,3,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,1,3,2,230,14,1,1,48,5,4,1,3,3,1,46.884094238281,-123.99499511719
,,0,3,1,3,0,1,1,1,0,2,1,2,1,4,,,,,,,0,4,7,4,5,1,4,7,6,3,2,,,,,,,,,,5,7,8,1,8,1,7,7,5,,,,,,,,,,2,1,2,2,2,4,2,2,2,120,13,2,2,5,5,5,1,5,2,1,34.28630065918,-119.2266998291
1,1,0,1,0,4,0,2,1,3,0,3,1,4,1,2,,,,,,,,,6,2,2,6,1,3,4,7,5,,,,,,,,,,7,2,6,9,9,3,9,8,5,,,,,,,,,,2,1,2,2,2,4,2,4,2,250,15,2,2,44,6,3,2,1,2,1,26.245407104492,-97.683601379395
1,3,0,2,0,1,0,4,0,3,,,1,1,1,4,,,1,2,,,,,2,2,3,5,6,7,1,4,2,,,,,,,,,,,,,,,,,,,2,7,2,1,1,4,5,2,1,2,1,2,2,1,1,1,1,2,180,19,2,2,5,6,2,2,1,2,1,34.12190246582,-117.32510375977
,,0,1,1,1,,,0,4,0,2,1,3,,,1,4,0,3,1,2,,,8,4,5,4,2,3,7,1,6,,,,,,,,,,5,5,7,7,7,2,7,5,8,,,,,,,,,,1,1,2,1,2,3,2,3,1,155,14,2,2,11,3,3,2,1,3,1,34.096405029297,-83.573997497559
0,2,,,,,1,2,,,0,1,1,1,,,0,4,1,3,1,4,0,3,4,5,7,5,1,4,6,2,3,,,,,,,,,,8,8,8,8,8,8,8,8,8,,,,,,,,,,1,1,2,2,2,1,1,2,2,119,17,2,2,33,3,7,3,14,1,1,41.155700683594,-73.98999786377
,,0,3,0,4,0,1,,,0,2,1,1,1,2,,,1,4,1,3,,,2,1,1,2,4,6,7,5,3,6,6,6,7,4,5,5,6,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,7,5,1,2,185,21,1,1,33,5,1,1,2,3,1,41.005706787109,-73.743698120117
,,0,4,0,2,,,1,4,0,1,1,1,0,3,1,2,,,1,3,,,7,4,6,2,4,5,1,3,7,,,,,,,,,,,,,,,,,,,2,1,1,3,7,2,2,2,1,2,1,2,2,1,4,2,3,2,180,21,2,2,5,4,6,2,1,3,4,33.53630065918,-117.04389953613
,,,,0,4,,,,,0,2,1,2,1,4,1,3,0,1,0,3,1,1,6,9,2,4,3,7,5,1,6,,,,,,,,,,,,,,,,,,,7,7,1,7,2,2,2,2,1,2,1,2,2,2,2,2,2,2,305,18,1,2,41,5,3,1,2,2,1,33.097503662109,-80.175300598145
0,2,0,4,,,0,3,1,1,0,1,1,3,,,1,2,1,4,,,,,8,9,5,1,3,6,4,7,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,9,9,1,1,2,1,2,2,1,3,2,4,1,150,17,2,2,10,5,8,1,4,2,1,25.93879699707,-80.214401245117
,,0,3,0,4,,,0,1,1,3,,,1,4,1,2,0,2,1,1,,,5,5,7,1,4,2,3,5,6,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,135,15,2,2,31,5,9,5,1,4,2,40.758804321289,-73.968002319336
0,1,0,4,0,2,,,1,3,,,1,4,1,1,1,2,0,3,,,,,2,2,3,7,2,1,6,4,5,,,,,,,,,,6,3,6,4,6,3,4,4,3,,,,,,,,,,2,1,1,2,1,2,1,1,2,160,22,1,1,23,5,2,1,2,1,1,42.212707519531,-84.395698547363
,,,,0,1,,,0,4,0,2,1,3,1,1,1,4,0,3,1,2,,,6,6,7,3,4,1,2,6,5,,,,,,,,,,1,1,1,1,1,1,1,2,1,,,,,,,,,,1,1,1,1,2,2,2,4,1,125,17,1,1,24,2,5,1,4,3,2,45.064102172852,-93.342796325684
,,0,1,1,3,0,3,,,0,4,1,2,1,1,,,0,2,,,1,4,4,1,2,4,1,3,6,5,7,,,,,,,,,,6,5,6,1,6,1,6,5,6,,,,,,,,,,2,1,2,2,2,4,1,3,2,150,16,2,2,14,5,4,1,2,3,1,41.878402709961,-87.685203552246
,,0,1,0,2,,,1,2,1,3,1,1,0,3,0,4,,,1,4,,,5,1,3,5,2,7,1,6,4,1,3,6,1,5,5,3,3,1,,,,,,,,,,,,,,,,,,,2,3,2,2,2,7,2,2,2,178,18,2,2,34,6,2,1,1,5,2,35.169799804688,-82.789703369141
,,,,0,1,,,0,2,0,4,0,3,1,3,1,4,,,1,1,1,2,3,4,6,7,3,1,5,4,2,,,,,,,,,,,,,,,,,,,5,4,6,5,5,5,5,5,5,2,3,1,2,1,3,1,1,2,200,28,2,2,5,3,3,1,2,3,5,34.125,-118.04959869385
0,3,,,,,1,2,,,0,4,,,1,1,1,3,1,4,0,1,0,2,2,2,7,1,5,6,3,4,2,,,,,,,,,,,,,,,,,,,4,4,1,1,7,4,5,5,1,2,1,2,2,1,2,1,5,2,220,23,1,2,5,2,6,2,14,3,4,33.945693969727,-118.03880310059
1,1,0,1,1,2,,,1,4,0,4,,,,,0,3,1,3,0,2,,,3,2,7,3,4,1,6,5,2,8,7,5,7,8,8,7,5,5,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,1,5,1,175,24,2,2,29,3,2,1,2,4,1,36.218704223633,-115.12930297852
0,3,0,2,1,4,0,4,,,1,1,,,1,2,1,3,,,,,0,1,8,2,4,5,6,2,7,1,3,,,,,,,,,,8,6,5,7,5,6,6,6,5,,,,,,,,,,1,1,2,2,2,1,1,1,2,125,21,2,2,34,3,3,1,2,1,1,35.419799804688,-80.674797058105
0,1,,,0,4,0,3,1,3,0,2,1,1,1,2,,,1,4,,,,,3,1,2,3,5,7,1,6,4,7,6,6,1,9,9,9,6,9,,,,,,,,,,,,,,,,,,,2,1,1,2,2,5,5,2,2,220,21,1,2,17,3,3,1,1,2,1,37.671997070312,-97.222999572754
,,0,4,0,2,0,3,0,1,,,1,1,1,4,1,3,1,2,,,,,6,3,4,6,1,2,5,3,7,,,,,,,,,,,,,,,,,,,8,2,1,3,5,3,5,5,1,2,1,2,2,2,3,1,3,1,215,21,2,2,21,3,5,1,2,6,1,38.906799316406,-77.042701721191
0,3,0,4,1,1,0,1,1,2,0,2,1,3,,,,,1,4,,,,,3,1,3,1,6,7,5,4,2,,,,,,,,,,,,,,,,,,,2,7,2,1,2,2,5,2,1,2,1,2,2,2,5,1,1,2,190,16,2,2,26,6,1,1,2,3,1,38.707305908203,-90.303100585938
,,0,2,1,4,0,1,1,3,0,3,1,2,0,4,,,,,,,1,1,7,2,3,1,4,7,6,5,2,,,,,,,,,,6,7,6,9,6,7,7,6,6,,,,,,,,,,2,3,2,2,2,5,2,2,2,215,19,2,2,34,3,3,1,2,6,1,36.114700317383,-79.742202758789
1,1,0,4,0,1,,,,,0,3,1,2,1,3,1,4,0,2,,,,,4,2,1,6,7,3,5,4,2,2,2,1,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,3,1,190,23,2,2,36,5,5,1,2,2,1,39.244705200195,-84.347297668457
1,4,0,1,0,4,,,0,2,,,0,3,1,3,1,1,,,1,2,,,6,4,5,2,6,7,4,1,3,,,,,,,,,,6,5,6,1,6,3,6,5,3,,,,,,,,,,2,2,2,2,2,2,1,3,2,130,18,2,2,33,5,6,1,5,3,1,40.733001708984,-74.007797241211
0,1,1,4,0,4,,,1,2,0,3,1,1,0,2,,,1,3,,,,,6,2,2,3,1,5,7,6,4,,,,,,,,,,5,4,6,4,7,3,6,5,3,,,,,,,,,,2,3,2,2,2,3,1,4,2,130,19,1,2,21,5,5,1,2,1,1,38.978500366211,-76.492202758789
1,2,0,2,0,3,0,1,,,1,1,1,4,0,4,,,,,1,3,,,3,3,2,6,4,7,1,5,3,9,9,9,1,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,1,2,2,160,17,2,2,33,3,1,2,1,6,4,40.882507324219,-72.953300476074
,,,,1,4,,,1,1,0,1,,,1,2,0,4,1,3,0,2,0,3,8,5,2,4,6,7,5,1,3,,,,,,,,,,3,8,4,5,4,4,5,5,4,,,,,,,,,,2,1,2,2,1,3,2,3,2,167,22,2,2,44,3,8,2,1,3,1,29.48860168457,-98.273498535156
0,1,,,1,4,0,4,0,3,0,2,,,1,3,1,2,1,1,,,,,5,3,1,3,2,7,4,5,6,,,,,,,,,,,,,,,,,,,9,9,9,2,7,9,2,5,8,2,1,2,2,1,1,1,3,2,140,17,1,2,47,3,4,1,1,2,2,36.796798706055,-76.176696777344
,,0,1,0,2,0,3,0,4,,,1,3,,,,,1,4,1,2,1,1,4,1,1,7,2,4,5,6,3,1,3,6,7,4,4,3,7,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,1,2,2,151,15,1,2,25,5,1,1,2,3,1,33.477996826172,-89.739402770996
1,2,,,0,1,,,1,1,,,,,0,4,1,4,0,3,1,3,0,2,3,4,4,5,3,6,7,2,1,3,5,3,4,5,5,4,4,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,2,2,2,134,21,2,2,48,3,6,2,3,3,1,47.835403442383,-122.32789611816
,,0,4,1,3,0,1,1,2,0,2,,,0,3,,,1,1,1,4,,,7,5,1,2,6,5,4,3,7,,,,,,,,,,2,4,2,8,2,2,7,4,2,,,,,,,,,,2,1,2,2,1,1,1,4,2,163,22,2,2,10,6,4,1,2,4,3,27.442504882812,-80.330596923828
1,4,0,2,0,1,,,0,3,0,4,,,1,2,1,1,,,,,1,3,7,3,2,5,3,1,4,7,6,7,9,9,7,9,9,9,7,9,,,,,,,,,,,,,,,,,,,2,3,2,2,2,3,2,3,1,195,18,2,2,6,2,3,1,2,6,5,38.831207275391,-104.80819702148
0,2,,,0,3,0,1,1,2,0,4,1,3,1,4,,,,,,,1,1,2,3,7,3,4,6,1,5,2,,,,,,,,,,,,,,,,,,,7,4,8,6,1,3,4,3,8,2,1,2,2,1,6,4,2,2,200,21,2,2,21,2,5,5,1,3,2,37.751007080078,-97.821998596191
1,3,1,1,0,3,0,4,0,2,0,1,,,1,2,1,4,,,,,,,5,4,1,6,3,7,2,5,4,2,1,8,7,9,4,6,2,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,3,2,2,189,14,1,2,33,1,2,4,2,2,1,40.670196533203,-73.894401550293
1,1,0,2,0,3,0,1,,,,,1,3,1,2,,,0,4,,,1,4,6,1,1,2,3,7,6,4,5,,,,,,,,,,,,,,,,,,,8,5,2,7,2,1,7,4,1,2,1,2,2,2,2,1,2,2,160,14,1,2,34,3,1,1,2,1,1,34.220504760742,-77.87020111084
1,2,0,3,0,1,,,0,2,1,1,1,4,1,3,,,0,4,,,,,6,3,5,6,2,4,7,1,3,,,,,,,,,,,,,,,,,,,2,6,1,1,1,2,5,3,6,2,3,1,2,1,2,2,3,1,173,22,2,2,5,3,5,2,1,4,4,36.935806274414,-119.56340026855
0,1,0,4,0,2,,,1,4,0,3,1,1,,,,,,,1,2,1,3,2,1,5,3,6,7,1,4,2,,,,,,,,,,3,5,4,4,6,2,5,3,6,,,,,,,,,,2,1,2,2,2,4,4,1,2,224,19,1,1,1,5,1,1,2,1,1,34.05290222168,-85.928901672363
0,1,,,0,3,,,1,3,0,2,1,4,1,1,0,4,1,2,,,,,6,5,1,3,4,7,6,5,2,,,,,,,,,,,,,,,,,,,5,7,1,1,9,9,9,6,7,2,1,2,2,2,1,1,2,2,150,17,2,2,10,3,1,1,2,1,1,25.890396118164,-80.239196777344
1,4,0,2,0,4,0,1,1,3,1,2,1,1,,,,,0,3,,,,,3,2,1,3,5,6,4,7,2,,,,,,,,,,,,,,,,,,,2,4,2,1,2,3,5,5,9,2,1,2,2,2,5,5,2,1,0,2,2,2,44,3,1,1,2,3,1,32.046600341797,-102.03340148926
0,2,1,3,1,2,0,4,0,3,1,1,,,,,1,4,0,1,,,,,2,1,5,1,3,6,4,2,7,5,6,6,1,7,5,6,6,1,,,,,,,,,,,,,,,,,,,2,3,2,2,2,5,2,2,2,160,15,1,2,44,3,2,1,2,2,1,29.826202392578,-95.426399230957
,,0,1,1,4,0,4,1,1,,,1,2,,,1,3,0,3,,,0,2,3,1,4,6,5,7,3,1,2,,,,,,,,,,6,7,6,9,6,9,7,5,9,,,,,,,,,,2,1,2,2,2,5,4,1,2,185,17,1,1,33,3,1,1,3,3,1,40.800598144531,-73.965301513672
,,0,3,0,1,0,4,1,1,0,2,1,3,1,4,,,,,1,2,,,4,2,1,3,4,7,6,5,2,,,,,,,,,,,,,,,,,,,2,7,2,1,2,2,5,2,1,2,1,2,2,2,4,1,2,2,170,16,1,1,50,4,1,1,2,4,1,44.109893798828,-87.709999084473
0,2,,,0,4,0,1,1,2,,,1,4,,,0,3,,,1,1,1,3,9,3,6,3,4,7,1,5,2,3,6,3,6,7,7,5,6,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,4,1,200,19,2,2,5,3,5,1,1,3,4,37.440399169922,-121.87049865723
